I_Id,I_W,I_Fat_C,I_Vis,I_MRP_JD,I_category,I_MRP_US,O_Id,O_Establ_Y,O_Size,I_Recalled,O_Loc_T,O_T,I_O_Sales
DRF36,16.1,LF,0.023750114,182.743066,Soft Drinks,257.3846,OUT045,2012,,NO,Tier 2,Carrefour,3810.6074
FDS45,,Regular,0.051768608,124.507162,Snack Foods,175.3622,OUT019,1995,Small,NO,Tier 1,Family Basket,497.5866
FDX40,12.85,Low Fat,0.165819219,76.478644,Frozen Foods,107.7164,OUT010,2008,,NO,Tier 3,Family Basket,411.6984
DRK12,9.5,LF,0.042003397,71.7029,Soft Drinks,100.99,OUT035,2014,Small,NO,Tier 2,Carrefour,313.16
DRC27,13.8,Low Fat,0.058216482,222.357942,Dairy,313.1802,OUT035,2014,Small,YES,Tier 2,Carrefour,5830.6446
FDL58,5.78,Regular,0,235.547328,Snack Foods,331.7568,OUT017,2017,,NO,Tier 2,Carrefour,2816.568
NCD30,19.7,Low Fat,0.027028714,116.491546,Household,164.0726,OUT045,2012,,NO,Tier 2,Carrefour,1452.3438
NCZ54,14.65,Low Fat,0,162.984192,Household,229.5552,OUT010,2008,,NO,Tier 3,Family Basket,504.9104
FDE10,6.67,Regular,0.150679711,140.624446,Snack Foods,198.0626,OUT010,2008,,NO,Tier 3,Family Basket,311.1626
FDR44,6.11,Regular,0,141.500728,Fruits and Vegetables,199.2968,OUT010,2008,,NO,Tier 3,Family Basket,440.9936
FDP28,13.65,Regular,0.135100628,232.946456,Frozen Foods,328.0936,OUT010,2008,,NO,Tier 3,Family Basket,440.9936
FDX15,17.2,Low Fat,0.15629379,162.347038,Meat,228.6578,OUT013,1997,High,NO,Tier 3,Carrefour,3870.5294
FDA39,6.32,LF,0,76.880362,Meat,108.2822,OUT035,2014,Small,NO,Tier 2,Carrefour,1319.1838
FDY24,4.88,Regular,0.133825752,85.860158,Baking Goods,120.9298,OUT049,2009,Medium,NO,Tier 1,Carrefour,2175.4026
FDC60,5.425,Regular,0.115244905,111.009494,Baking Goods,156.3514,OUT017,2017,,NO,Tier 2,Carrefour,1596.8224
FDH28,15.85,Regular,0.110155997,74.727926,Frozen Foods,105.2506,OUT046,2007,Small,NO,Tier 1,Carrefour,445.6542
FDT25,7.5,Low Fat,0.051163045,134.692112,Canned,189.7072,OUT017,2017,,NO,Tier 2,Carrefour,3732.7088
DRJ13,12.65,Low Fat,0.062962968,162.986038,Soft Drinks,229.5578,OUT013,1997,High,NO,Tier 3,Carrefour,2586.867
NCO07,,Low Fat,0.017241983,198.76876,Others,279.956,OUT019,1995,Small,NO,Tier 1,Family Basket,393.056
FDW20,20.75,Low Fat,0.024254332,136.44283,Fruits and Vegetables,192.173,OUT013,1997,High,NO,Tier 3,Carrefour,3136.152
DRF27,,Low Fat,0.049879975,156.29514,Dairy,220.134,OUT019,1995,Small,NO,Tier 1,Family Basket,333.134
FDS49,9,Low Fat,0,104.912724,Canned,147.7644,OUT035,2014,Small,NO,Tier 2,Carrefour,1829.8524
FDX25,,Low Fat,0.101686568,177.449732,Canned,249.9292,OUT027,1995,Medium,NO,Tier 3,Cozmo,3281.2964
NCX42,,Low Fat,0.006074644,165.893346,Household,233.6526,OUT027,1995,Medium,NO,Tier 3,Cozmo,4949.1254
FDG33,,Regular,0.13968616,169.318244,Seafood,238.4764,OUT027,1995,Medium,NO,Tier 3,Cozmo,3615.528
FDL56,14.1,Low Fat,0.126160694,109.638058,Fruits and Vegetables,154.4198,OUT045,2012,,NO,Tier 2,Carrefour,1313.8574
FDF14,7.55,Low Fat,0.027289679,156.43714,Canned,220.334,OUT035,2014,Small,NO,Tier 2,Carrefour,2783.278
NCD06,13,Low Fat,0.099450278,80.51826,Household,113.406,OUT046,2007,Small,NO,Tier 1,Carrefour,785.878
DRM47,,Low Fat,0.04369866,185.228066,Hard Drinks,260.8846,OUT027,1995,Medium,NO,Tier 3,Cozmo,2473.0152
FDS46,,Regular,0.082866482,132.612522,Snack Foods,186.7782,OUT019,1995,Small,NO,Tier 1,Family Basket,299.1782
FDB35,12.3,Regular,0.064690202,114.296084,Starchy Foods,160.9804,OUT013,1997,High,NO,Tier 3,Carrefour,2109.4884
FDX21,,LF,0.084679569,126.302752,Snack Foods,177.8912,OUT027,1995,Medium,NO,Tier 3,Cozmo,2254.6328
NCU05,,Low Fat,0.058576805,105.052878,Health and Hygiene,147.9618,OUT027,1995,Medium,NO,Tier 3,Cozmo,421.6854
NCR38,17.25,Low Fat,0.113873685,226.754404,Household,319.3724,OUT045,2012,,NO,Tier 2,Carrefour,6975.1548
NCR18,15.85,Low Fat,0.020728511,78.604952,Household,110.7112,OUT017,2017,,NO,Tier 2,Carrefour,819.168
NCU41,18.85,Low Fat,0.052169976,184.731066,Health and Hygiene,260.1846,OUT035,2014,Small,NO,Tier 2,Carrefour,3428.4382
FDY56,16.35,Regular,0.062889429,209.880402,Fruits and Vegetables,295.6062,OUT017,2017,,NO,Tier 2,Carrefour,7402.5984
DRJ51,14.1,Low Fat,0.088102262,210.917428,Dairy,297.0668,OUT035,2014,Small,NO,Tier 2,Carrefour,3405.1352
FDK21,7.905,Low Fat,0.010135425,225.098968,Snack Foods,317.0408,OUT035,2014,Small,NO,Tier 2,Carrefour,3935.112
FDY25,12,Low Fat,0.034071163,175.652296,Canned,247.3976,OUT013,1997,High,NO,Tier 3,Carrefour,3620.8544
FDU44,12.15,Regular,0.058539678,164.333192,Fruits and Vegetables,231.4552,OUT035,2014,Small,NO,Tier 2,Carrefour,1154.7312
FDL43,10.1,Low Fat,0.027231459,101.79057,Meat,143.367,OUT049,2009,Medium,NO,Tier 1,Carrefour,715.969
FDF05,17.5,Low Fat,0.027147883,234.64861,Frozen Foods,330.491,OUT017,2017,,NO,Tier 2,Carrefour,5439.82
DRF15,,Low Fat,0.058278409,156.22414,Dairy,220.034,OUT019,1995,Small,YES,Tier 1,Family Basket,486.268
FDL20,17.1,Low Fat,0.129062661,128.075906,Fruits and Vegetables,180.3886,OUT018,2019,Medium,NO,Tier 3,C-Town,1959.0176
FDV32,7.785,Low Fat,0.088971306,91.91021,Fruits and Vegetables,129.451,OUT049,2009,Medium,NO,Tier 1,Carrefour,939.012
FDJ34,11.8,Regular,0.09370279,137.718984,Snack Foods,193.9704,OUT013,1997,High,NO,Tier 3,Carrefour,2057.556
FDG08,13.15,Regular,0.165819678,170.312244,Fruits and Vegetables,239.8764,OUT045,2012,,NO,Tier 2,Carrefour,3959.0808
FDQ04,,Low Fat,0.148517623,77.801516,Frozen Foods,109.5796,OUT019,1995,Small,NO,Tier 1,Family Basket,221.2796
FDW13,8.5,Low Fat,0.098563394,84.584004,Canned,119.1324,OUT017,2017,,NO,Tier 2,Carrefour,439.662
NCI17,8.645,Low Fat,0.143428291,116.68211,Health and Hygiene,164.341,OUT013,1997,High,YES,Tier 3,Carrefour,373.082
FDY03,17.6,Regular,0.076401208,127.033342,Meat,178.9202,OUT045,2012,,NO,Tier 2,Carrefour,1867.803
FDS12,9.1,Low Fat,0.175228435,138.830702,Baking Goods,195.5362,OUT017,2017,,NO,Tier 2,Carrefour,4835.9394
FDJ55,12.8,Regular,0.023636371,208.697684,Meat,293.9404,OUT013,1997,High,NO,Tier 3,Carrefour,5130.8888
DRK01,7.63,Low Fat,0.06117776,116.044956,Soft Drinks,163.4436,OUT035,2014,Small,NO,Tier 2,Carrefour,1598.154
FDG28,9.285,Regular,0.049684042,223.234224,Frozen Foods,314.4144,OUT017,2017,,YES,Tier 2,Carrefour,1405.072
FDY38,13.6,Regular,0.119543124,212.3113,Dairy,299.03,OUT045,2012,,YES,Tier 2,Carrefour,5539.69
FDN01,8.895,Low Fat,0.072670601,173.40827,Breakfast,244.237,OUT045,2012,,NO,Tier 2,Carrefour,1944.37
NCR54,16.35,Low Fat,0.090611828,186.87981,Household,263.211,OUT013,1997,High,NO,Tier 3,Carrefour,2733.343
FDG29,17.6,Low Fat,0.056370075,79.055234,Frozen Foods,111.3454,OUT013,1997,High,NO,Tier 3,Carrefour,1186.6896
FDG24,7.975,Low Fat,0.014743973,108.78975,Baking Goods,153.225,OUT013,1997,High,YES,Tier 3,Carrefour,1261.925
FDG59,15.85,Low Fat,0.043604126,74.348644,Starchy Foods,104.7164,OUT017,2017,,NO,Tier 2,Carrefour,488.9312
FDM28,15.7,Low Fat,0.045291237,175.13286,Frozen Foods,246.666,OUT013,1997,High,NO,Tier 3,Carrefour,2696.724
FDW04,8.985,Regular,0.057952101,139.75001,Frozen Foods,196.831,OUT046,2007,Small,NO,Tier 1,Carrefour,1608.141
FDS26,20.35,Low Fat,0.089519766,232.993174,Dairy,328.1594,OUT013,1997,High,NO,Tier 3,Carrefour,2273.2752
FDQ56,6.59,Low Fat,0.10563444,109.120468,Fruits and Vegetables,153.6908,OUT013,1997,High,NO,Tier 3,Carrefour,2109.4884
FDK51,19.85,Low Fat,0.005359153,235.782764,Dairy,332.0884,OUT035,2014,Small,NO,Tier 2,Carrefour,6009.7448
FDL22,16.85,Low Fat,0.036515174,113.208648,Snack Foods,159.4488,OUT046,2007,Small,NO,Tier 1,Carrefour,2262.6224
FDH19,,Low Fat,0.03305324,171.233398,Meat,241.1738,OUT027,1995,Medium,NO,Tier 3,Cozmo,7478.4996
FDY55,16.75,Low Fat,0.081377534,230.394148,Fruits and Vegetables,324.4988,OUT013,1997,High,NO,Tier 3,Carrefour,7632.9652
FDY03,17.6,Regular,0.076677407,126.749342,Meat,178.5202,OUT017,2017,,NO,Tier 2,Carrefour,630.0808
FDK21,7.905,Low Fat,0.016883569,226.092968,Snack Foods,318.4408,OUT010,2008,,NO,Tier 3,Family Basket,680.6816
FDZ10,,Low Fat,0.044373175,137.88342,Snack Foods,194.202,OUT027,1995,Medium,NO,Tier 3,Cozmo,3848.558
FDZ32,7.785,Regular,0.038413087,121.549444,Fruits and Vegetables,171.1964,OUT018,2019,Medium,NO,Tier 3,C-Town,916.3748
NCZ18,7.825,Low Fat,0.186157678,227.959558,Household,321.0698,OUT035,2014,Small,NO,Tier 2,Carrefour,6268.0752
NCF07,,Low Fat,0.031992464,119.991136,Household,169.0016,OUT027,1995,Medium,NO,Tier 3,Cozmo,2305.2336
DRE49,20.75,Low Fat,0.021495201,156.911704,Soft Drinks,221.0024,OUT017,2017,,NO,Tier 2,Carrefour,2457.036
FDJ08,,Low Fat,0.193897568,183.453066,Fruits and Vegetables,258.3846,OUT019,1995,Small,NO,Tier 1,Family Basket,753.2538
FDT39,6.26,Regular,0.009991049,155.586986,Meat,219.1366,OUT035,2014,Small,NO,Tier 2,Carrefour,2447.049
FDE08,18.2,Low Fat,0.082676042,152.915114,Fruits and Vegetables,215.3734,OUT010,2008,,NO,Tier 3,Family Basket,476.9468
NCD06,13,Low Fat,0.099854888,81.15726,Household,114.306,OUT018,2019,Medium,NO,Tier 3,C-Town,739.272
FDB57,20.25,Regular,0.018926549,206.025812,Fruits and Vegetables,290.1772,OUT035,2014,Small,NO,Tier 2,Carrefour,5739.43
NCT54,8.695,Low Fat,0.119846451,116.091674,Household,163.5094,OUT049,2009,Medium,NO,Tier 1,Carrefour,1417.7222
DRF49,7.27,Low Fat,0.071347087,128.901778,Soft Drinks,181.5518,OUT045,2012,,NO,Tier 2,Carrefour,749.259
FDM25,,Regular,0.060496962,171.870552,Breakfast,242.0712,OUT027,1995,Medium,NO,Tier 3,Cozmo,4046.9664
FDF20,12.85,low fat,0.033412541,189.198528,Fruits and Vegetables,266.4768,OUT045,2012,,NO,Tier 2,Carrefour,1559.5376
FDH27,7.075,Low Fat,0.05870962,149.606088,Dairy,210.7128,OUT018,2019,Medium,NO,Tier 3,C-Town,2049.5664
FDV60,,Regular,0.11691792,187.58981,Baking Goods,264.211,OUT027,1995,Medium,NO,Tier 3,Cozmo,5679.508
FDY59,8.195,Low Fat,0.031577265,115.265802,Baking Goods,162.3462,OUT049,2009,Medium,NO,Tier 1,Carrefour,1105.462
FDK36,7.09,Low Fat,0.00733895,82.291414,Baking Goods,115.9034,OUT035,2014,Small,YES,Tier 2,Carrefour,763.2408
NCM31,6.095,Low Fat,0.081321619,148.684934,Others,209.4154,OUT046,2007,Small,NO,Tier 1,Carrefour,1598.154
FDE33,19.35,Regular,0.050041364,105.267724,Fruits and Vegetables,148.2644,OUT017,2017,,NO,Tier 2,Carrefour,1122.7728
FDU36,6.15,Low Fat,0.04639595,118.810264,Baking Goods,167.3384,OUT046,2007,Small,NO,Tier 1,Carrefour,2544.9216
FDV13,,Regular,0.02760216,110.749776,Canned,155.9856,OUT027,1995,Medium,NO,Tier 3,Cozmo,3431.7672
FDV20,,Regular,0.104829537,137.220138,Fruits and Vegetables,193.2678,OUT019,1995,Small,NO,Tier 1,Family Basket,434.3356
NCQ54,17.7,Low Fat,0.012665003,166.883654,Household,235.0474,OUT035,2014,Small,YES,Tier 2,Carrefour,6075.659
FDO23,17.85,Low Fat,0.147148834,114.837956,Breads,161.7436,OUT018,2019,Medium,NO,Tier 3,C-Town,1314.5232
DRE60,9.395,Low Fat,0.159782596,208.01012,Soft Drinks,292.972,OUT045,2012,,NO,Tier 2,Carrefour,7876.648
DRP47,15.75,Low Fat,0.141523626,226.162122,Hard Drinks,318.5382,OUT017,2017,,NO,Tier 2,Carrefour,2955.7202
FDB21,7.475,Low Fat,0.148946808,219.592634,Fruits and Vegetables,309.2854,OUT045,2012,,YES,Tier 2,Carrefour,5497.0788
FDR04,7.075,Low Fat,0,117.864828,Frozen Foods,166.0068,OUT018,2019,Medium,NO,Tier 3,C-Town,1054.8612
FDX23,6.445,Low Fat,0.029816762,114.056956,Baking Goods,160.6436,OUT046,2007,Small,NO,Tier 1,Carrefour,1219.9796
FDX19,19.1,Low Fat,0.096840523,215.198018,Fruits and Vegetables,303.0958,OUT035,2014,Small,YES,Tier 2,Carrefour,3218.0454
FDD40,20.25,Regular,0.014915559,185.747502,Dairy,261.6162,OUT035,2014,Small,NO,Tier 2,Carrefour,4028.324
FDA01,15,Regular,0.054503253,90.305184,Canned,127.1904,OUT046,2007,Small,NO,Tier 1,Carrefour,707.3136
FDS33,6.67,Regular,0.123553594,111.577494,Snack Foods,157.1514,OUT046,2007,Small,YES,Tier 1,Carrefour,2570.8878
FDM50,,Regular,0.030068463,91.03762,Canned,128.222,OUT027,1995,Medium,NO,Tier 3,Cozmo,1857.816
FDB29,16.7,Regular,0.052493061,128.309496,Frozen Foods,180.7176,OUT013,1997,High,NO,Tier 3,Carrefour,981.6232
FDF46,7.07,Low Fat,0.093986144,130.344214,Snack Foods,183.5834,OUT045,2012,,NO,Tier 2,Carrefour,1447.0174
FDA33,6.48,Low Fat,0.034093647,153.365396,Snack Foods,216.0076,OUT045,2012,,NO,Tier 2,Carrefour,1066.8456
FDC08,19,Regular,0.173279079,210.35312,Fruits and Vegetables,296.272,OUT010,2008,,NO,Tier 3,Family Basket,632.744
FDB53,13.35,Low Fat,0.139860226,153.032832,Frozen Foods,215.5392,OUT045,2012,,NO,Tier 2,Carrefour,4057.6192
FDY31,,Low Fat,0.043476896,152.395678,Fruits and Vegetables,214.6418,OUT027,1995,Medium,NO,Tier 3,Cozmo,4594.254
DRQ35,,Low Fat,0.042211652,135.211548,Hard Drinks,190.4388,OUT027,1995,Medium,NO,Tier 3,Cozmo,5628.9072
FDX36,9.695,Regular,0.12860769,207.277684,Baking Goods,291.9404,OUT049,2009,Medium,YES,Tier 1,Carrefour,5130.8888
DRD13,15,Low Fat,0.049482077,92.737928,Soft Drinks,130.6168,OUT017,2017,,NO,Tier 2,Carrefour,1138.752
FDC52,11.15,Regular,0.008451735,154.759268,Dairy,217.9708,OUT017,2017,,NO,Tier 2,Carrefour,2136.1204
FDB45,20.85,Low Fat,0.021487955,121.573726,Fruits and Vegetables,171.2306,OUT049,2009,Medium,NO,Tier 1,Carrefour,2584.2038
NCK19,9.8,Low Fat,0.151545934,186.266938,Others,262.3478,OUT010,2008,,NO,Tier 3,Family Basket,567.4956
FDV51,16.35,Low Fat,0.032636818,165.489782,Meat,233.0842,OUT013,1997,High,NO,Tier 3,Carrefour,1174.7052
FDZ35,9.6,Regular,0.022448658,120.20229,Breads,169.299,OUT045,2012,,NO,Tier 2,Carrefour,1934.383
NCW17,,Low Fat,0.019417355,140.579574,Health and Hygiene,197.9994,OUT027,1995,Medium,NO,Tier 3,Cozmo,3520.9844
FDV59,13.35,Low Fat,0.048249443,202.148786,Breads,284.7166,OUT045,2012,,NO,Tier 2,Carrefour,4098.8988
DRH39,20.7,Low Fat,0.09273807,102.50057,Dairy,144.367,OUT013,1997,High,NO,Tier 3,Carrefour,486.268
FDN60,,Low Fat,0.094822274,160.786884,Baking Goods,226.4604,OUT027,1995,Medium,NO,Tier 3,Cozmo,4458.4308
FDU55,16.2,Low Fat,0.036109104,233.325738,Fruits and Vegetables,328.6278,OUT045,2012,,NO,Tier 2,Carrefour,4605.5726
FDN58,,Regular,0.056721985,212.288864,Snack Foods,298.9984,OUT027,1995,Medium,NO,Tier 3,Cozmo,9447.936
FDC41,,Low Fat,0.204825,102.85557,Frozen Foods,144.867,OUT019,1995,Small,NO,Tier 1,Family Basket,409.701
FDO01,,Regular,0.020743324,140.153574,Breakfast,197.3994,OUT027,1995,Medium,NO,Tier 3,Cozmo,2235.9904
NCO43,5.5,Low Fat,0.04722321,120.204136,Others,169.3016,OUT046,2007,Small,NO,Tier 1,Carrefour,3519.6528
FDQ07,15.1,Regular,0.087709126,205.719376,Fruits and Vegetables,289.7456,OUT045,2012,,NO,Tier 2,Carrefour,6590.3224
FDF28,15.7,Regular,0.038203899,135.542266,Frozen Foods,190.9046,OUT017,2017,,NO,Tier 2,Carrefour,2172.0736
FDM01,7.895,reg,0.095227092,122.427572,Breakfast,172.4332,OUT017,2017,,YES,Tier 2,Carrefour,3050.9296
FDY49,,Regular,0.012078902,165.088064,Canned,232.5184,OUT027,1995,Medium,NO,Tier 3,Cozmo,2987.0128
FDR24,17.35,Regular,0.062924379,110.88993,Baking Goods,156.183,OUT013,1997,High,NO,Tier 3,Carrefour,719.298
NCY18,7.285,Low Fat,0.031250709,172.036834,Household,242.3054,OUT013,1997,High,NO,Tier 3,Carrefour,4557.635
NCY30,20.25,Low Fat,0.026130891,176.788296,Household,248.9976,OUT045,2012,,NO,Tier 2,Carrefour,2896.464
FDJ22,,Low Fat,0.09258892,183.854784,Snack Foods,258.9504,OUT019,1995,Small,NO,Tier 1,Family Basket,563.5008
DRI37,15.85,Low Fat,0.107890165,90.589184,Soft Drinks,127.5904,OUT049,2009,Medium,NO,Tier 1,Carrefour,883.0848
FDL27,6.17,Low Fat,0.010772477,95.411646,Meat,134.3826,OUT049,2009,Medium,YES,Tier 1,Carrefour,2117.478
NCO30,19.5,Low Fat,0.015874341,177.685168,Household,250.2608,OUT049,2009,Medium,NO,Tier 1,Carrefour,3487.6944
NCB07,19.2,Low Fat,0.077753053,188.58381,Household,265.611,OUT049,2009,Medium,NO,Tier 1,Carrefour,3322.576
FDX25,16.7,Low Fat,0,176.952732,Canned,249.2292,OUT018,2019,Medium,NO,Tier 3,C-Town,2734.0088
FDP59,20.85,Regular,0.056820731,122.166008,Breads,172.0648,OUT018,2019,Medium,NO,Tier 3,C-Town,2049.5664
FDR59,14.5,Regular,0.064118068,233.206174,Breads,328.4594,OUT045,2012,,YES,Tier 2,Carrefour,5674.8474
FDT27,11.395,Regular,0.069654262,213.824736,Meat,301.1616,OUT013,1997,High,NO,Tier 3,Carrefour,6273.4016
DRI01,7.97,Low Fat,0.034577949,171.849962,Soft Drinks,242.0422,OUT046,2007,Small,NO,Tier 1,Carrefour,2766.633
FDU09,7.71,Regular,0.06682568,87.539876,Snack Foods,123.2956,OUT049,2009,Medium,NO,Tier 1,Carrefour,1435.6988
FDH26,19.25,Regular,0.034824737,148.922216,Canned,209.7496,OUT046,2007,Small,NO,Tier 1,Carrefour,4273.3384
FDH27,7.075,Low Fat,0.058471939,149.251088,Dairy,210.2128,OUT046,2007,Small,YES,Tier 1,Carrefour,3343.8816
FDN39,,Regular,0.065328103,166.197936,Meat,234.0816,OUT027,1995,Medium,NO,Tier 3,Cozmo,5213.448
FDH40,11.6,Regular,0.079054571,105.028596,Frozen Foods,147.9276,OUT046,2007,Small,YES,Tier 1,Carrefour,1317.1864
FDJ56,,Low Fat,0.182639881,118.4067,Fruits and Vegetables,166.77,OUT027,1995,Medium,NO,Tier 3,Cozmo,2876.49
DRN47,12.1,Low Fat,0.017020293,175.06186,Hard Drinks,246.566,OUT018,2019,Medium,NO,Tier 3,C-Town,1078.83
NCO17,10,Low Fat,0.073504745,132.23324,Health and Hygiene,186.244,OUT046,2007,Small,NO,Tier 1,Carrefour,2936.412
FDX60,14.35,Low Fat,0.08088258,106.42616,Baking Goods,149.896,OUT045,2012,,NO,Tier 2,Carrefour,1058.856
FDT22,10.395,Low Fat,0.112396498,89.61762,Snack Foods,126.222,OUT049,2009,Medium,NO,Tier 1,Carrefour,839.142
FDX26,,Low Fat,0.153866385,177.946732,Dairy,250.6292,OUT019,1995,Small,NO,Tier 1,Family Basket,362.4292
FDG45,8.1,Low Fat,0.128054521,198.438042,Fruits and Vegetables,279.4902,OUT013,1997,High,NO,Tier 3,Carrefour,3790.6334
FDD44,8.05,Regular,0.07851064,230.369866,Fruits and Vegetables,324.4646,OUT035,2014,Small,NO,Tier 2,Carrefour,5333.292
FDS15,9.195,Regular,0.078627143,125.499316,Meat,176.7596,OUT017,2017,,NO,Tier 2,Carrefour,2768.6304
FDL51,20.7,Regular,0.047809831,199.217196,Dairy,280.5876,OUT018,2019,Medium,NO,Tier 3,C-Town,1466.3256
FDL32,15.7,Regular,0.123284656,126.489624,Fruits and Vegetables,178.1544,OUT017,2017,,NO,Tier 2,Carrefour,1410.3984
FDZ07,,Regular,0,91.035774,Fruits and Vegetables,128.2194,OUT027,1995,Medium,NO,Tier 3,Cozmo,1913.7432
NCW53,,Low Fat,0.053517944,185.889502,Health and Hygiene,261.8162,OUT019,1995,Small,NO,Tier 1,Family Basket,564.8324
NCA54,16.5,Low Fat,0.036840907,176.102578,Household,248.0318,OUT045,2012,,NO,Tier 2,Carrefour,4149.4996
FDX09,9,Low Fat,0.065361932,173.55027,Snack Foods,244.437,OUT035,2014,Small,NO,Tier 2,Carrefour,7943.228
FDO51,6.785,Regular,0.042072547,77.539952,Meat,109.2112,OUT013,1997,High,NO,Tier 3,Carrefour,989.6128
FDW49,19.5,Low Fat,0.083013496,175.086142,Canned,246.6002,OUT018,2019,Medium,NO,Tier 3,C-Town,1433.7014
FDB27,7.575,Low Fat,0.055515121,186.926528,Dairy,263.2768,OUT046,2007,Small,NO,Tier 1,Carrefour,5895.2272
FDF45,18.2,Regular,0.012319556,89.311184,Fruits and Vegetables,125.7904,OUT013,1997,High,NO,Tier 3,Carrefour,1644.76
FDV02,16.75,Low Fat,0.060620243,168.845526,Dairy,237.8106,OUT013,1997,High,NO,Tier 3,Carrefour,3431.1014
FDY28,7.47,Regular,0,200.448478,Frozen Foods,282.3218,OUT035,2014,Small,NO,Tier 2,Carrefour,4454.436
FDX31,,Regular,0.014878811,212.855018,Fruits and Vegetables,299.7958,OUT027,1995,Medium,NO,Tier 3,Cozmo,5555.0034
FDR43,,Low Fat,0.160832489,75.27349,Fruits and Vegetables,106.019,OUT027,1995,Medium,NO,Tier 3,Cozmo,1498.284
FDP51,13.85,Regular,0.085747362,133.062804,Meat,187.4124,OUT018,2019,Medium,NO,Tier 3,C-Town,2431.7356
FDL52,6.635,Regular,0.046475909,74.869926,Frozen Foods,105.4506,OUT017,2017,,NO,Tier 2,Carrefour,1356.4686
FDR44,6.11,Regular,0.103045886,140.932728,Fruits and Vegetables,198.4968,OUT046,2007,Small,YES,Tier 1,Carrefour,3703.4136
FDB34,15.25,Low Fat,0.026729781,109.496058,Snack Foods,154.2198,OUT035,2014,Small,NO,Tier 2,Carrefour,790.5386
FDC50,15.85,Low Fat,0,116.730674,Canned,164.4094,OUT035,2014,Small,NO,Tier 2,Carrefour,1417.7222
FDT57,15.2,Low Fat,0.031985325,215.218608,Snack Foods,303.1248,OUT010,2008,,NO,Tier 3,Family Basket,654.0496
FDP22,,Regular,0,85.673286,Snack Foods,120.6666,OUT027,1995,Medium,YES,Tier 3,Cozmo,897.7324
DRE49,20.75,LF,0.021375002,155.136704,Soft Drinks,218.5024,OUT046,2007,Small,YES,Tier 1,Carrefour,2760.6408
FDM40,10.195,Low Fat,0.160061948,149.962934,Frozen Foods,211.2154,OUT046,2007,Small,NO,Tier 1,Carrefour,2732.6772
FDY32,7.605,Low Fat,0.129628146,164.73491,Fruits and Vegetables,232.021,OUT045,2012,,NO,Tier 2,Carrefour,4094.904
FDW07,18,Regular,0.142813846,111.151494,Fruits and Vegetables,156.5514,OUT046,2007,Small,NO,Tier 1,Carrefour,976.9626
FDU02,,Low Fat,0.179609411,210.823992,Dairy,296.9352,OUT019,1995,Small,NO,Tier 1,Family Basket,1096.1408
NCF18,18.35,Low Fat,0.089288056,184.138784,Household,259.3504,OUT045,2012,,NO,Tier 2,Carrefour,3439.7568
FDQ56,6.59,Low Fat,0.105886491,108.552468,Fruits and Vegetables,152.8908,OUT049,2009,Medium,NO,Tier 1,Carrefour,1857.816
FDN58,13.8,reg,0.057085814,211.649864,Snack Foods,298.0984,OUT049,2009,Medium,NO,Tier 1,Carrefour,3887.1744
FDG35,21.2,Regular,0.00716598,171.517398,Starchy Foods,241.5738,OUT046,2007,Small,YES,Tier 1,Carrefour,3134.1546
FDY34,10.5,Regular,0.011151594,166.483782,Snack Foods,234.4842,OUT018,2019,Medium,NO,Tier 3,C-Town,2832.5472
NCE19,8.97,Low Fat,0.093328257,85.764876,Household,120.7956,OUT045,2012,,NO,Tier 2,Carrefour,1217.3164
NCK31,,Low Fat,0.027041794,84.466286,Others,118.9666,OUT027,1995,Medium,NO,Tier 3,Cozmo,897.7324
NCJ29,10.6,Low Fat,0.035389298,109.426904,Health and Hygiene,154.1224,OUT045,2012,,NO,Tier 2,Carrefour,606.112
FDT59,13.65,Low Fat,0.016033424,212.408428,Breads,299.1668,OUT035,2014,Small,YES,Tier 2,Carrefour,7091.004
NCX41,19,Low Fat,0.017844277,198.107324,Health and Hygiene,279.0244,OUT046,2007,Small,NO,Tier 1,Carrefour,3991.0392
FDU45,,Regular,0.035459201,130.179778,Snack Foods,183.3518,OUT027,1995,Medium,NO,Tier 3,Cozmo,2457.036
FDW24,,Low Fat,0.065777494,83.001414,Baking Goods,116.9034,OUT019,1995,Small,NO,Tier 1,Family Basket,228.6034
FDF22,6.865,Low Fat,0.057044038,199.383478,Snack Foods,280.8218,OUT049,2009,Medium,NO,Tier 1,Carrefour,5950.4886
FDM60,10.8,Regular,0.048268292,76.831798,Baking Goods,108.2138,OUT046,2007,Small,NO,Tier 1,Carrefour,870.4346
FDR02,16.7,Low Fat,0.022172313,126.584906,Dairy,178.2886,OUT013,1997,High,NO,Tier 3,Carrefour,2070.2062
DRP35,,Low Fat,0.090552268,137.905856,Hard Drinks,194.2336,OUT027,1995,Medium,NO,Tier 3,Cozmo,3375.84
FDS48,15.15,Low Fat,0.027904254,154.901268,Baking Goods,218.1708,OUT046,2007,Small,NO,Tier 1,Carrefour,1684.708
NCZ42,10.5,Low Fat,0,217.490608,Household,306.3248,OUT010,2008,,NO,Tier 3,Family Basket,891.0744
FDZ38,17.6,Low Fat,0.008158611,171.991962,Dairy,242.2422,OUT018,2019,Medium,YES,Tier 3,C-Town,4491.055
FDH19,19.35,Low Fat,0.033213472,172.866398,Meat,243.4738,OUT046,2007,Small,NO,Tier 1,Carrefour,701.3214
NCB55,15.7,Low Fat,0.160788021,90.493902,Household,127.4562,OUT046,2007,Small,NO,Tier 1,Carrefour,1009.5868
